time,open,high,low,close,volume,ADX,ADL,ATR_14,RSI,MACD,MACD_signal,MACD_hist,open_audusd,high_audusd,low_audusd,close_audusd,volume_audusd,open_brentusd,high_brentusd,low_brentusd,close_brentusd,volume_brentusd,open_cadusd,high_cadusd,low_cadusd,close_cadusd,volume_cadusd,open_jpyusd,high_jpyusd,low_jpyusd,close_jpyusd,volume_jpyusd,open_plus_5min,high_plus_5min,low_plus_5min,close_plus_5min,open_plus_10min,high_plus_10min,low_plus_10min,close_plus_10min,open_plus_15min,high_plus_15min,low_plus_15min,close_plus_15min,open_plus_20min,high_plus_20min,low_plus_20min,close_plus_20min,open_plus_25min,high_plus_25min,low_plus_25min,close_plus_25min,open_plus_30min,high_plus_30min,low_plus_30min,close_plus_30min,open_plus_35min,high_plus_35min,low_plus_35min,close_plus_35min,open_plus_40min,high_plus_40min,low_plus_40min,close_plus_40min
2025-06-13 04:25:00,1.15428,1.155,1.154,1.15499,369,60.37889287956957,-1298.2592201244565,0.0011340572646035727,43.22320112874733,-0.0006313236339459127,-0.0008004984540526236,0.00016917482010671086,0.64734,0.64755,0.64718,0.64736,345,73.65,73.75,73.42,73.47,467,1.3639999999999999,1.36412,1.36351,1.36355,299,143.148,143.184,143.003,143.005,531,1.15499,1.15516,1.1545,1.1546,1.1546,1.15462,1.15373,1.15425,1.15425,1.1547399999999999,1.15406,1.15449,1.15449,1.1553499999999999,1.15441,1.1553499999999999,1.1554,1.15547,1.15503,1.15506,1.15506,1.15517,1.15439,1.15485,1.15484,1.1549800000000001,1.15467,1.15482,1.15482,1.15525,1.15467,1.15518
2025-06-13 04:30:00,1.15499,1.15516,1.1545,1.1546,380,60.075541201819476,-1563.1077049729336,0.0010945524925532653,41.24149204541519,-0.0005546510906093705,-0.000751328981363973,0.0001966778907546026,0.64736,0.64739,0.64663,0.64672,462,73.47,73.52,73.24,73.26,477,1.36355,1.36407,1.36344,1.36399,368,143.005,143.048,142.934,143.025,550,1.1546,1.15462,1.15373,1.15425,1.15425,1.1547399999999999,1.15406,1.15449,1.15449,1.1553499999999999,1.15441,1.1553499999999999,1.1554,1.15547,1.15503,1.15506,1.15506,1.15517,1.15439,1.15485,1.15484,1.1549800000000001,1.15467,1.15482,1.15482,1.15525,1.15467,1.15518,1.15518,1.15524,1.15455,1.15496
2025-06-13 04:35:00,1.1546,1.15462,1.15373,1.15425,494,57.3332907209162,-1479.8492780065944,0.0010775064515071645,39.46983255726313,-0.0005677465014932714,-0.0007146124853898328,0.00014686598389656138,0.64672,0.6476,0.64652,0.64739,444,73.26,73.71,73.11,73.58,495,1.36399,1.36455,1.36386,1.36398,430,143.025,143.106,142.983,143.009,524,1.15425,1.1547399999999999,1.15406,1.15449,1.15449,1.1553499999999999,1.15441,1.1553499999999999,1.1554,1.15547,1.15503,1.15506,1.15506,1.15517,1.15439,1.15485,1.15484,1.1549800000000001,1.15467,1.15482,1.15482,1.15525,1.15467,1.15518,1.15518,1.15524,1.15455,1.15496,1.15496,1.15585,1.15496,1.15564
2025-06-13 04:40:00,1.15425,1.1547399999999999,1.15406,1.15449,424,52.52036555084867,-1367.61398388887,0.0010443809138815502,41.354405858959616,-0.0004803797715424718,-0.0006677659426203606,0.00018738617107788883,0.64739,0.64759,0.64708,0.64757,324,73.58,73.84,73.56,73.83,465,1.36398,1.3639999999999999,1.36348,1.36354,357,143.009,143.078,143.001,143.073,450,1.15449,1.1553499999999999,1.15441,1.1553499999999999,1.1554,1.15547,1.15503,1.15506,1.15506,1.15517,1.15439,1.15485,1.15484,1.1549800000000001,1.15467,1.15482,1.15482,1.15525,1.15467,1.15518,1.15518,1.15524,1.15455,1.15496,1.15496,1.15585,1.15496,1.15564,1.15564,1.15564,1.15492,1.15492
2025-06-13 04:45:00,1.15449,1.1553499999999999,1.15441,1.1553499999999999,386,49.140757578463585,-981.61398388887,0.001035682504391416,47.71756435517536,-0.0001947702150111308,-0.0005731667970985146,0.00037839658208738385,0.64756,0.64839,0.64751,0.64813,369,73.83,73.88,73.58,73.69,373,1.36354,1.36362,1.36285,1.36298,303,143.073,143.136,143.048,143.101,505,1.1554,1.15547,1.15503,1.15506,1.15506,1.15517,1.15439,1.15485,1.15484,1.1549800000000001,1.15467,1.15482,1.15482,1.15525,1.15467,1.15518,1.15518,1.15524,1.15455,1.15496,1.15496,1.15585,1.15496,1.15564,1.15564,1.15564,1.15492,1.15492,1.15493,1.15522,1.15468,1.1547399999999999
2025-06-13 04:50:00,1.1554,1.15547,1.15503,1.15506,386,46.67908870038665,-1314.9776202525507,0.000986042295692131,45.88606701186814,-0.00010916719615616799,-0.0004803668769100453,0.0003711996807538773,0.64814,0.64882,0.64803,0.64869,431,73.69,73.86,73.63,73.67,288,1.36298,1.36304,1.36264,1.3627099999999999,337,143.096,143.179,143.084,143.178,478,1.15506,1.15517,1.15439,1.15485,1.15484,1.1549800000000001,1.15467,1.15482,1.15482,1.15525,1.15467,1.15518,1.15518,1.15524,1.15455,1.15496,1.15496,1.15585,1.15496,1.15564,1.15564,1.15564,1.15492,1.15492,1.15493,1.15522,1.15468,1.1547399999999999,1.1547399999999999,1.1556,1.15473,1.1553499999999999
2025-06-13 04:55:00,1.15506,1.15517,1.15439,1.15485,538,45.45118792562088,-1218.4135176885816,0.0009688721043844537,44.53571706373473,-0.0001106815283582474,-0.00040642980719968576,0.00029574827884143836,0.64869,0.64883,0.64812,0.64831,404,73.68,73.8,73.66,73.78,377,1.3627099999999999,1.3630200000000001,1.36255,1.36287,286,143.178,143.288,143.153,143.172,714,1.15484,1.1549800000000001,1.15467,1.15482,1.15482,1.15525,1.15467,1.15518,1.15518,1.15524,1.15455,1.15496,1.15496,1.15585,1.15496,1.15564,1.15564,1.15564,1.15492,1.15492,1.15493,1.15522,1.15468,1.1547399999999999,1.1547399999999999,1.1556,1.15473,1.1553499999999999,1.15534,1.1553499999999999,1.1548,1.15487
2025-06-13 05:00:00,1.15484,1.1549800000000001,1.15467,1.15482,336,39.19577907860181,-1229.2522273663114,0.000913966095685752,44.332398400638084,-0.00011202378757735332,-0.0003475486032752193,0.000235524815697866,0.64831,0.64863,0.64812,0.64851,402,73.77,73.81,73.65,73.8,303,1.36288,1.36296,1.36258,1.3626800000000001,476,143.173,143.205,143.114,143.124,428,1.15482,1.15525,1.15467,1.15518,1.15518,1.15524,1.15455,1.15496,1.15496,1.15585,1.15496,1.15564,1.15564,1.15564,1.15492,1.15492,1.15493,1.15522,1.15468,1.1547399999999999,1.1547399999999999,1.1556,1.15473,1.1553499999999999,1.15534,1.1553499999999999,1.1548,1.15487,1.15487,1.15501,1.15409,1.15427
2025-06-13 05:05:00,1.15482,1.15525,1.15467,1.15518,268,32.23147057529009,-1025.9418825387359,0.0008861355877119413,47.47169254841012,-1.7196086099291463e-05,-0.00028147809984003375,0.0002642820137407423,0.64851,0.64892,0.64849,0.64888,258,73.8,74.04,73.8,74.03,267,1.3626800000000001,1.36276,1.36256,1.36257,218,143.124,143.186,143.089,143.136,430,1.15518,1.15524,1.15455,1.15496,1.15496,1.15585,1.15496,1.15564,1.15564,1.15564,1.15492,1.15492,1.15493,1.15522,1.15468,1.1547399999999999,1.1547399999999999,1.1556,1.15473,1.1553499999999999,1.15534,1.1553499999999999,1.1548,1.15487,1.15487,1.15501,1.15409,1.15427,1.15427,1.15487,1.15427,1.15457
2025-06-13 05:10:00,1.15518,1.15524,1.15455,1.15496,254,25.85290265826116,-978.0868100749867,0.0008697909554026195,45.75162781507146,-2.2148416973566398e-05,-0.0002296121632667403,0.0002074637462931739,0.64888,0.64901,0.64872,0.64898,231,74.03,74.12,73.99,74.12,200,1.36257,1.3627099999999999,1.36236,1.36252,286,143.136,143.239,143.136,143.239,395,1.15496,1.15585,1.15496,1.15564,1.15564,1.15564,1.15492,1.15492,1.15493,1.15522,1.15468,1.1547399999999999,1.1547399999999999,1.1556,1.15473,1.1553499999999999,1.15534,1.1553499999999999,1.1548,1.15487,1.15487,1.15501,1.15409,1.15427,1.15427,1.15487,1.15427,1.15457,1.15457,1.15517,1.15391,1.15396
2025-06-13 05:15:00,1.15496,1.15585,1.15496,1.15564,301,20.35746727071592,-819.1317538952317,0.0008714750424524059,51.65786271394615,0.00014408491762729625,-0.00015487274708793298,0.00029895766471522923,0.64898,0.64975,0.64898,0.6496,364,74.12,74.43,74.1,74.42,427,1.36252,1.36252,1.36193,1.36204,380,143.239,143.239,143.091,143.117,518,1.15564,1.15564,1.15492,1.15492,1.15493,1.15522,1.15468,1.1547399999999999,1.1547399999999999,1.1556,1.15473,1.1553499999999999,1.15534,1.1553499999999999,1.1548,1.15487,1.15487,1.15501,1.15409,1.15427,1.15427,1.15487,1.15427,1.15457,1.15457,1.15517,1.15391,1.15396,1.15396,1.15455,1.15371,1.15454
2025-06-13 05:20:00,1.15564,1.15564,1.15492,1.15492,320,16.795472767378183,-1139.1317538952317,0.0008588521222480432,45.88717620409886,4.238276949375397e-05,-0.00011542164377159561,0.00015780441326534956,0.64961,0.64967,0.64899,0.64901,391,74.43,75.05,74.42,75.04,446,1.36204,1.36231,1.36195,1.3623,431,143.117,143.161,143.043,143.146,500,1.15493,1.15522,1.15468,1.1547399999999999,1.1547399999999999,1.1556,1.15473,1.1553499999999999,1.15534,1.1553499999999999,1.1548,1.15487,1.15487,1.15501,1.15409,1.15427,1.15427,1.15487,1.15427,1.15457,1.15457,1.15517,1.15391,1.15396,1.15396,1.15455,1.15371,1.15454,1.15454,1.15466,1.15332,1.1536
2025-06-13 05:25:00,1.15493,1.15522,1.15468,1.1547399999999999,328,13.340415145654823,-1394.2428650064028,0.000832281112060705,44.53049702365291,-5.616649152750952e-05,-0.00010357061332277839,4.7404121795268866e-05,0.64901,0.64902,0.64848,0.64877,344,75.04,75.27,74.54,75.25,739,1.3623,1.36266,1.36228,1.36236,527,143.146,143.148,143.044,143.072,512,1.1547399999999999,1.1556,1.15473,1.1553499999999999,1.15534,1.1553499999999999,1.1548,1.15487,1.15487,1.15501,1.15409,1.15427,1.15427,1.15487,1.15427,1.15457,1.15457,1.15517,1.15391,1.15396,1.15396,1.15455,1.15371,1.15454,1.15454,1.15466,1.15332,1.1536,1.1536,1.15381,1.1529099999999999,1.15353
2025-06-13 05:30:00,1.1547399999999999,1.1556,1.15473,1.1553499999999999,341,10.870814478927684,-1249.2198765007377,0.0008354243527223067,49.99607180783785,4.7411052355617045e-05,-7.33742801870993e-05,0.00012078533254271635,0.64877,0.64918,0.64873,0.64907,316,75.25,76.21,75.12,75.93,1080,1.36236,1.36239,1.36174,1.3618700000000001,333,143.074,143.079,142.987,143.016,514,1.15534,1.1553499999999999,1.1548,1.15487,1.15487,1.15501,1.15409,1.15427,1.15427,1.15487,1.15427,1.15457,1.15457,1.15517,1.15391,1.15396,1.15396,1.15455,1.15371,1.15454,1.15454,1.15466,1.15332,1.1536,1.1536,1.15381,1.1529099999999999,1.15353,1.15353,1.15391,1.1529099999999999,1.15297
2025-06-13 05:35:00,1.15534,1.1553499999999999,1.1548,1.15487,323,11.637475179362823,-1490.001694682513,0.0008116389899954336,46.09705828637789,-2.1074874741122684e-05,-6.291439909790398e-05,4.183952435678129e-05,0.64905,0.64908,0.64842,0.64847,297,75.94,76.25,75.48,75.59,1256,1.36189,1.36254,1.36188,1.36242,389,143.016,143.072,143.006,143.026,522,1.15487,1.15501,1.15409,1.15427,1.15427,1.15487,1.15427,1.15457,1.15457,1.15517,1.15391,1.15396,1.15396,1.15455,1.15371,1.15454,1.15454,1.15466,1.15332,1.1536,1.1536,1.15381,1.1529099999999999,1.15353,1.15353,1.15391,1.1529099999999999,1.15297,1.15297,1.15337,1.15277,1.15323
2025-06-13 05:40:00,1.15487,1.15501,1.15409,1.15427,293,11.754846071381357,-1668.349520769571,0.0008206690741624834,41.66607581691733,-0.00020224004543689666,-9.077952836570251e-05,-0.00011146051707119415,0.64847,0.6485,0.64737,0.64754,482,75.67,75.93,75.38,75.66,980,1.36239,1.3630200000000001,1.36236,1.36294,356,143.026,143.038,142.954,143.003,606,1.15427,1.15487,1.15427,1.15457,1.15457,1.15517,1.15391,1.15396,1.15396,1.15455,1.15371,1.15454,1.15454,1.15466,1.15332,1.1536,1.1536,1.15381,1.1529099999999999,1.15353,1.15353,1.15391,1.1529099999999999,1.15297,1.15297,1.15337,1.15277,1.15323,1.15322,1.1536,1.15285,1.15337
2025-06-13 05:45:00,1.15427,1.15487,1.15427,1.15457,337,13.257863712977178,-1668.3495207694461,0.0008022799846489562,44.57219274120801,-0.00020792451391704603,-0.00011420852547597122,-9.37159884410748e-05,0.64754,0.64835,0.64754,0.64814,337,75.67,75.82,75.0,75.62,942,1.36294,1.36294,1.36246,1.36257,345,143.005,143.101,142.973,143.075,463,1.15457,1.15517,1.15391,1.15396,1.15396,1.15455,1.15371,1.15454,1.15454,1.15466,1.15332,1.1536,1.1536,1.15381,1.1529099999999999,1.15353,1.15353,1.15391,1.1529099999999999,1.15297,1.15297,1.15337,1.15277,1.15323,1.15322,1.1536,1.15285,1.15337,1.15337,1.15374,1.15319,1.15324
2025-06-13 05:50:00,1.15457,1.15517,1.15391,1.15396,311,15.414081463234384,-1954.6669810868552,0.0008404233192615463,40.13680280508776,-0.0003481689662889753,-0.00016100061363857204,-0.00018716835265040327,0.64814,0.64846,0.64802,0.64811,329,75.63,76.05,75.44,75.92,693,1.36257,1.36283,1.36216,1.3627500000000001,327,143.078,143.134,143.044,143.121,431,1.15396,1.15455,1.15371,1.15454,1.15454,1.15466,1.15332,1.1536,1.1536,1.15381,1.1529099999999999,1.15353,1.15353,1.15391,1.1529099999999999,1.15297,1.15297,1.15337,1.15277,1.15323,1.15322,1.1536,1.15285,1.15337,1.15337,1.15374,1.15319,1.15324,1.15324,1.1534200000000001,1.15294,1.15297
2025-06-13 05:55:00,1.15396,1.15455,1.15371,1.15454,364,15.584230244493812,-1599.333647753579,0.0008403880426564135,45.73764299122359,-0.0002551749826447125,-0.00017983548743980013,-7.533949520491237e-05,0.64811,0.64818,0.64771,0.64796,348,75.93,76.09,75.22,75.32,724,1.3627500000000001,1.36282,1.3623,1.36232,389,143.121,143.141,143.065,143.079,483,1.15454,1.15466,1.15332,1.1536,1.1536,1.15381,1.1529099999999999,1.15353,1.15353,1.15391,1.1529099999999999,1.15297,1.15297,1.15337,1.15277,1.15323,1.15322,1.1536,1.15285,1.15337,1.15337,1.15374,1.15319,1.15324,1.15324,1.1534200000000001,1.15294,1.15297,1.15297,1.15323,1.15282,1.15313
2025-06-13 06:00:00,1.15454,1.15466,1.15332,1.1536,446,16.818034416745455,-1858.9455880520645,0.0008820223724350557,39.245711853454154,-0.0004236441920164591,-0.00022859722835513193,-0.00019504696366132716,0.64796,0.64811,0.64764,0.64795,407,75.32,75.48,74.91,74.94,581,1.36232,1.36294,1.3622,1.36286,349,143.079,143.219,143.079,143.147,416,1.1536,1.15381,1.1529099999999999,1.15353,1.15353,1.15391,1.1529099999999999,1.15297,1.15297,1.15337,1.15277,1.15323,1.15322,1.1536,1.15285,1.15337,1.15337,1.15374,1.15319,1.15324,1.15324,1.1534200000000001,1.15294,1.15297,1.15297,1.15323,1.15282,1.15313,1.15313,1.15356,1.15301,1.15328
2025-06-13 06:05:00,1.1536,1.15381,1.1529099999999999,1.15353,321,20.456303505183467,-1737.678921385412,0.0008835205080654779,38.79833657904626,-0.0005003350711119126,-0.0002829447969064881,-0.00021739027420542446,0.64795,0.64847,0.64763,0.64834,279,74.94,74.97,74.3,74.4,721,1.36287,1.36334,1.36285,1.36287,268,143.147,143.198,143.134,143.187,365,1.15353,1.15391,1.1529099999999999,1.15297,1.15297,1.15337,1.15277,1.15323,1.15322,1.1536,1.15285,1.15337,1.15337,1.15374,1.15319,1.15324,1.15324,1.1534200000000001,1.15294,1.15297,1.15297,1.15323,1.15282,1.15313,1.15313,1.15356,1.15301,1.15328,1.15328,1.15388,1.15328,1.15379
2025-06-13 06:10:00,1.15353,1.15391,1.1529099999999999,1.15297,343,23.516181565061316,-2039.518921385299,0.000893227132393364,35.28773092472886,-0.00064632674381504,-0.0003556211862881985,-0.00029070555752684147,0.64834,0.64834,0.64763,0.64766,262,74.4,74.52,74.2,74.29,587,1.36287,1.36346,1.36282,1.36345,236,143.187,143.328,143.158,143.312,450,1.15297,1.15337,1.15277,1.15323,1.15322,1.1536,1.15285,1.15337,1.15337,1.15374,1.15319,1.15324,1.15324,1.1534200000000001,1.15294,1.15297,1.15297,1.15323,1.15282,1.15313,1.15313,1.15356,1.15301,1.15328,1.15328,1.15388,1.15328,1.15379,1.15379,1.15432,1.1536,1.15411
2025-06-13 06:15:00,1.15297,1.15337,1.15277,1.15323,386,28.543003571291976,-1833.6522547186896,0.0008687915380272449,38.12348565020483,-0.0006166716395679117,-0.0004078312769441411,-0.0002088403626237706,0.64766,0.64778,0.64722,0.64762,284,74.27,74.34,73.81,74.03,534,1.36346,1.36385,1.36337,1.36349,305,143.316,143.485,143.302,143.39,724,1.15322,1.1536,1.15285,1.15337,1.15337,1.15374,1.15319,1.15324,1.15324,1.1534200000000001,1.15294,1.15297,1.15297,1.15323,1.15282,1.15313,1.15313,1.15356,1.15301,1.15328,1.15328,1.15388,1.15328,1.15379,1.15379,1.15432,1.1536,1.15411,1.15411,1.15412,1.15354,1.15374
2025-06-13 06:20:00,1.15322,1.1536,1.15285,1.15337,316,32.37508598483199,-1711.4655880519756,0.0008588922431916435,39.67627811138583,-0.0005292054088228415,-0.0004321061033198812,-9.709930550296029e-05,0.64762,0.64807,0.64751,0.64782,253,74.03,74.41,74.01,74.38,471,1.36349,1.36357,1.36318,1.3633899999999999,229,143.39,143.472,143.382,143.451,360,1.15337,1.15374,1.15319,1.15324,1.15324,1.1534200000000001,1.15294,1.15297,1.15297,1.15323,1.15282,1.15313,1.15313,1.15356,1.15301,1.15328,1.15328,1.15388,1.15328,1.15379,1.15379,1.15432,1.1536,1.15411,1.15411,1.15412,1.15354,1.15374,1.15374,1.15409,1.15351,1.15378
2025-06-13 06:25:00,1.15337,1.15374,1.15319,1.15324,291,36.394749308147446,-1949.556497142778,0.0008331512229256773,38.692674310513645,-0.0004842329895939912,-0.0004425314805747032,-4.170150901928798e-05,0.64782,0.64814,0.64777,0.64779,210,74.36,74.47,74.26,74.33,322,1.3633899999999999,1.36341,1.3630200000000001,1.36338,249,143.451,143.49,143.411,143.477,465,1.15324,1.1534200000000001,1.15294,1.15297,1.15297,1.15323,1.15282,1.15313,1.15313,1.15356,1.15301,1.15328,1.15328,1.15388,1.15328,1.15379,1.15379,1.15432,1.1536,1.15411,1.15411,1.15412,1.15354,1.15374,1.15374,1.15409,1.15351,1.15378,1.15378,1.15384,1.15326,1.15339
2025-06-13 06:30:00,1.15324,1.1534200000000001,1.15294,1.15297,298,42.51100133809019,-2210.3064971428125,0.0008037219543485406,36.63492012279021,-0.0004980634235487447,-0.0004536378691695115,-4.4425554379233176e-05,0.64779,0.64792,0.64744,0.64745,251,74.33,74.43,74.0,74.14,481,1.36338,1.36374,1.36338,1.3637000000000001,346,143.477,143.595,143.448,143.58,460,1.15297,1.15323,1.15282,1.15313,1.15313,1.15356,1.15301,1.15328,1.15328,1.15388,1.15328,1.15379,1.15379,1.15432,1.1536,1.15411,1.15411,1.15412,1.15354,1.15374,1.15374,1.15409,1.15351,1.15378,1.15378,1.15384,1.15326,1.15339,1.15339,1.15346,1.15283,1.1529
